Series Name,Series Code,Country Name,Country Code,1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ecuador,ECU,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.616115817,1.426697852,1.351222229,1.27147162,1.213305393,1.505343554,1.315691358,1.987603531,1.689724924,1.811066561,2.018953675,1.555982406,1.517339481,1.660392985,1.866623462,2.386549466,2.017335013,2.368488658,2.079194902,2.627950799,2.692206665,3.243199514,3.072573966,3.106474407,2.951814659,2.83298697,2.712790948,2.672072662,2.573116756,2.357384198,2.371999112,2.180381898,2.457923511,2.242107095,2.2185153,2.265138561,2.221947704,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Egypt, Arab Rep.",EGY,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.467699536,3.611744704,3.215500632,3.097736992,3.153934651,3.082036234,2.97481187,2.841485218,2.659383291,2.569767478,2.55126514,2.98556856,3.278454797,3.17728527,2.877531237,2.714220407,2.606218603,2.379634675,2.180785485,2.032645043,1.952967052,1.837025511,1.648175793,1.610056977,1.689694836,1.723147428,1.666605152,1.4220317,1.249966196,1.180971797,1.122475503,1.122009271,1.014755966,0.808918707,0.66526362,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,El Salvador,SLV,0.881847196,0.971842226,1.118526013,1.577653624,1.736336488,2.279546416,2.776336531,3.551449894,6.443282437,6.589716115,4.329956718,4.469163951,4.271323885,4.87234585,3.413665987,2.732577455,2.253576782,1.67872879,1.352221179,1.175058328,1.074409153,1.007766206,0.922942908,0.92054924,0.840331038,1.090670039,1.13023873,0.841381285,0.810214431,0.904204654,0.888131106,0.973444825,0.961811831,1.078878211,1.089553727,1.088061495,1.048809627,1.079989232,1.035254877,1.056820059,1.023502952,1.044469401,1.132207279,1.180009621,1.379950024,1.210536972,1.433290117,1.336935004,1.18611917,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.98642304,2.045616853,..,..,..,..,..,..,..,..,..,..,..,1.501825868,1.482309067,2.474929604,..,..,..,..,0.766177996,1.04143202,1.239489775,1.128937094,1.14208303,1.308052872,1.640829959,1.345337642,1.303187803,1.518672406,0.982185857,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.32911392,12.71594203,19.53911241,20.34481906,11.86041497,32.49706661,34.37776845,32.65567119,22.13679156,20.67187836,20.86574531,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.761751961,1.041630274,0.930586008,0.866311409,1.028864534,1.056773411,1.280402946,1.376132321,1.500976994,1.656260544,1.735509174,1.687182212,1.449771851,1.387333801,1.657236466,1.767106363,1.798972417,1.700349152,1.672454886,1.879848975,1.883815913,1.895354778,1.989445018,2.028035634,1.969886705,1.970613117,1.998450187,2.261364283,2.012319334,2.13485211,2.995722975,3.374002218,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eswatini,SWZ,..,1.782319392,2.433096206,2.458416977,2.423538888,2.166101018,2.199561002,2.255866115,2.030801751,1.841121495,1.634512326,1.42929208,1.260090256,1.252872306,1.275974578,1.384516594,1.632711543,1.748046765,1.81808982,1.693339262,1.652577731,1.49483917,1.647208951,1.684505913,1.460232158,1.255748405,1.393554899,1.477397847,1.579520073,2.03322402,1.672893448,1.644411754,1.998820327,2.091121875,2.366770167,2.218672092,1.914556962,1.951891447,1.822869353,1.749602402,2.073825697,1.924455035,2.096044009,1.890477342,1.855054713,1.678504364,1.654995335,1.383546676,1.44406755,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ethiopia,ETH,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.690238593,4.392657354,3.756734198,3.296287636,3.130536131,2.812218375,2.307149324,1.89627733,1.515847964,1.204601578,1.153942527,1.090706474,0.868361507,0.806417194,0.768407756,0.705414651,0.68356721,0.675310716,0.645850963,0.579949537,0.780754838,1.609170933,1.505940728,0.882490047,0.650506448,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Fiji,FJI,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.154967799,1.241420841,1.222607935,1.133157925,1.043961754,1.969527484,2.052015089,2.270106632,2.10875526,2.166788254,1.840414107,1.808559319,1.702637273,1.62578739,1.424246345,1.364959581,1.259188866,1.131806343,1.756243418,1.82458369,1.548566731,1.486500874,1.583875953,1.323594614,1.608599017,2.237099998,1.52095281,1.786579257,1.605128941,1.610403918,1.490961694,1.386777448,1.539773099,0.91014731,1.103792902,1.404838078,1.455883152,1.445127478,1.605304582,1.595942787,1.360907699,1.333517824,1.312879379,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Finland,FIN,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.240009972,1.143119913,1.153462679,1.445474435,1.467718556,1.464704511,1.442702257,1.287609985,1.39102533,1.560845412,1.491726445,1.491993625,1.531605266,1.540071844,1.45927959,1.458190607,1.431505166,1.36088934,1.37168237,1.361322835,1.435781155,1.30243926,1.588545189,2.007536953,2.299791737,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,France,FRA,3.156139584,3.23156861,3.151487314,3.139395443,3.155205085,3.24613261,3.223839134,3.237131775,3.187369251,3.143932802,3.085765016,3.120451605,3.000340589,2.917834659,2.844639595,2.849219253,2.727568166,2.721684414,2.690732383,2.515422263,2.437663264,2.393956968,2.246808939,2.198153299,2.09218901,2.041484153,2.05857264,2.106470957,2.114166339,2.028137017,1.977377448,1.910957778,1.899345047,2.098777915,1.96864375,1.88794615,1.871544095,1.847116484,1.859529066,1.869732682,1.851718096,1.852308819,1.846042571,1.852885207,2.021674553,1.980222258,1.957720675,1.950996838,2.052576879,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Gabon,GAB,0.668474482,1.029701536,..,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,..,..,..,..,..,..,..,..,..,..,..,..,..,1.691704906,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,..,..,..,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.185025609,1.447545804,1.81138277,1.553634469,1.581688901,1.716952485,1.602181133,1.358246078,1.323243997,1.538206794,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,0.461265972,0.504243267,0.409650499,0.279219754,0.255557492,0.30461567,0.397307469,0.407575946,0.384833815,0.325833061,0.315793599,0.234862059,0.24438081,0.227388636,0.192621402,0.277027429,0.260242378,0.355318377,1.094917658,0.482205428,..,..,0.792325302,0.754494266,1.187509127,1.008858467,..,..,0.686996711,0.797324579,0.816569762,0.775165384,0.705923163,0.581008846,0.57444035,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.210173027,1.253587669,1.136973956,0.924374856,0.615582491,0.740186005,1.000532997,1.068489125,1.373838972,3.339169797,5.218306951,9.159116517,8.520118395,5.606597051,3.654849932,3.029179168,2.912124268,2.522500446,2.313467411,1.967398415,2.040792668,1.9421977,1.864709547,1.759632791,1.786555759,1.592406246,1.60787682,1.658648084,1.864029418,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Germany,DEU,3.121038025,3.024215854,3.035315027,2.950447919,2.94762842,3.027785215,3.020236297,3.012948533,2.912666073,2.854093554,2.77739965,2.759453648,2.62867334,2.52069658,2.506763612,1.973822503,1.83607973,1.677259733,1.536603613,1.487272469,1.457371753,1.402707591,1.381656989,1.380347799,1.34421582,1.307898269,1.313440334,1.298696348,1.250728081,1.232755838,1.178986514,1.152792363,1.188870053,1.284789869,1.24181028,1.182337316,1.217259658,1.162137915,1.127699495,1.115418405,1.129125061,1.131260901,1.148141458,1.240148463,1.355989935,1.299823743,1.350305146,1.487963326,1.891903772,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ghana,GHA,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,..,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.276510427,0.368975045,0.37734722,0.42195164,0.426586696,0.335747717,0.286903633,0.287938176,0.334707661,0.3336711,0.4436304,0.264452813,0.260305615,0.30375831,0.277570912,0.260967076,0.262213533,0.370332915,0.2940335,0.336757871,0.282687655,0.435154523,0.593208552,0.400294579,0.484989051,0.392915126,0.291412454,0.312701279,0.325876239,0.343818179,0.350949234,0.382741906,0.337946356,0.398080248,0.383994182,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greece,GRC,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.09663675,3.23732069,3.296027414,3.455414646,3.494208688,3.594798706,3.356275662,3.165656718,2.562781327,2.672028085,2.901679875,2.829692882,2.719175138,3.023724129,3.269040095,2.756780879,2.520211467,2.476396289,2.391308076,2.367840263,2.477434243,2.572798338,2.55662389,2.700541082,2.596483671,3.023107657,3.802473678,4.000352461,2.883254726,3.127975366,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guatemala,GTM,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.918401635,1.052062929,0.762245026,0.815655343,0.479416089,0.383913657,0.431829465,0.398456601,0.468231103,0.395326074,0.441382604,0.459619448,0.475870731,0.471272593,0.424656428,0.405967931,0.440496513,0.383850245,0.372491638,0.430070763,0.440993297,0.390634304,0.461665962,0.418982096,0.367622067,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea,GIN,..,..,..,..,0.902357646,0.793828345,0.639108638,..,..,..,..,..,..,..,..,2.38055426,1.694640615,1.340709363,1.356116905,..,..,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,..,..,..,..,..,..,..,2.245087357,2.386184295,2.276437911,2.51773152,1.882007423,1.764927175,1.670171734,1.473202136,1.469638291,1.546411822,2.188657174,2.133097016,2.05370337,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,..,0.181085044,..,..,..,..,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,..,2.628030362,1.626726771,1.558602899,1.575423111,..,1.894599283,..,..,..,1.550257692,1.823879576,1.516130505,2.333721933,1.957042392,1.893804361,1.479004202,1.264545876,1.30856549,1.378721562,1.493750346,1.518749638,1.460364453,1.398291878,1.234884757,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guyana,GUY,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,..,..,..,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,1.410485837,0.805815135,0.914399668,1.008881075,0.981015648,0.905210396,0.878175346,0.82554322,0.8436933,0.95165217,1.084865471,1.154128276,1.253342689,1.290815629,1.299612785,1.402577411,0.954930861,0.601394233,0.640353102,0.868162254,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,0.086738544,0.082773562,0.093005816,0.102727273,0.110963715,0.09342264,0.074277541,0.08191975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.030303093,0.035562482,0.039985813,0.049231536,0.043645926,0.061198649,0.08593151,0.103094179,0.153942307,0.068740858,0.054080462,0.0684431,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Honduras,HND,1.758160237,1.904761905,2.269615587,2.239548023,2.221356196,2.145770527,2.307559842,2.274943126,2.440494125,2.582772359,2.77011947,2.950030102,2.853745541,2.670795433,2.201483609,1.544685546,..,1.157829785,..,..,..,..,..,..,0.72992906,0.822610515,0.809187514,0.998264922,0.682692754,0.641478464,0.692430001,0.776008265,0.953978556,1.074910696,1.074457208,1.131309103,1.131794376,1.379535316,1.192715977,1.35173104,1.531555674,1.58983296,1.48969667,1.57817709,1.466797272,1.498217735,1.46557698,1.523886305,1.575362706,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Hungary,HUN,3.006239365,2.95532646,3.239637923,3.239044409,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.313959462,1.249681775,1.468339218,1.267751751,1.429902688,1.514209847,1.570747173,1.595668771,1.645211186,1.473449403,1.411243779,1.219741888,1.267787521,1.180493405,1.128238841,1.024133634,1.038769808,1.029247255,0.943669887,0.857233094,0.904216708,0.999116488,1.191696782,1.002204529,1.327825227,1.746281524,1.315209936,1.833148172,2.049510968,2.156309804,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,India,IND,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.910587502,2.68038156,2.478246528,2.631460781,3.129384727,2.889463272,2.704482223,2.618166348,2.54882489,2.543981765,2.457450061,2.543151521,2.531511361,2.424284526,2.545998231,2.803615811,2.46874153,2.383098098,2.356794267,2.271203322,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Indonesia,IDN,3.421867625,3.206089202,3.163193529,3.020258919,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.658702778,0.712361931,0.578945804,0.571133892,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.882266734,0.792220213,0.865191376,0.71892819,0.728563744,0.886277729,0.741525845,0.768012604,0.82110812,0.779216788,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Iran, Islamic Rep.",IRN,11.24797233,10.18983015,11.11320509,5.797247028,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,2.942650125,2.169707967,1.789305444,1.700361202,2.073010005,2.154165885,2.244864511,2.498874725,2.629079248,2.404551738,2.295042222,2.418179297,2.174576366,2.405040265,2.834557805,3.036654498,3.3151938,2.653982821,2.683341921,3.047705549,2.786548061,2.381634543,2.686608468,2.180771909,2.116557061,2.557090807,2.796435563,2.84433845,2.356294883,2.14694745,2.177010276,2.223942825,2.110621307,2.351791873,2.010431758,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iraq,IRQ,11.16310017,9.812813426,8.117759415,6.148767876,5.511524667,10.82953444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.675578078,2.242580305,1.897571722,2.239928025,2.367759824,2.899140076,2.70935228,2.30344022,1.899568366,3.315830961,2.950613991,5.41292532,3.550134769,3.908984921,2.751724855,3.23719485,3.112178899,2.261111747,1.640011345,2.262694869,2.35714058,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ireland,IRL,1.615162499,1.52517744,1.483083547,1.582200567,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.015363023,0.990896266,0.923621424,0.823067638,0.750076569,0.694961052,0.702765014,0.633833346,0.587456024,0.567899833,0.540612699,0.513151244,0.508754794,0.57698782,0.60116902,0.574574154,0.539508228,0.509289133,0.491613423,0.447668416,0.329854617,0.327907587,0.296120745,0.280112255,0.273293509,0.262684778,0.238637693,0.212502381,0.230374711,0.239096332,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Israel,ISR,29.2455931,23.08721334,22.89113498,19.38469319,18.91933663,20.26226862,18.38821008,15.54688868,16.18222892,16.60064353,14.76771288,16.90014495,15.94709456,12.44573265,12.36268619,15.58698291,10.92507753,11.52324399,10.11996584,7.527956544,7.379177264,7.179521587,6.713599532,6.302313518,6.100019847,6.299932254,6.367959305,6.25286592,6.13940696,6.051159903,5.855872786,6.162329828,6.239511483,5.976648911,5.789075287,5.632364022,5.510220547,5.443734424,5.630574611,5.422974424,5.417487687,5.426827307,5.288197176,5.072127191,5.276264088,4.934945889,4.433012201,5.384799734,8.77671669,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Italy,ITA,1.828143669,1.890808512,1.879755105,1.873959467,1.763643237,1.821112506,2.005372903,2.01650142,2.008607774,1.93636892,1.977142642,2.060353644,2.072857459,2.02642732,1.880798413,1.858852684,1.751976983,1.786767973,1.71374276,1.459637177,1.581427835,1.618935238,1.636212823,1.675225589,1.733397408,1.666874442,1.693942549,1.698399512,1.672289314,1.595161237,1.514343172,1.440918238,1.530051247,1.547489096,1.494313125,1.468292206,1.419462385,1.391677477,1.276330703,1.202473165,1.327733879,1.351223502,1.354433179,1.306116714,1.72984959,1.662863878,1.651642526,1.606460409,1.609245612,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jamaica,JAM,0.925307818,0.941001252,..,..,..,1.50794249,1.62772068,1.385989247,1.059731795,0.891059849,0.853933329,0.770446354,0.807990672,0.929262992,0.840785086,0.758524568,1.107838246,0.82190641,0.629920603,0.538709243,0.567656627,0.655054827,0.544947829,0.511051526,0.486319761,0.50435895,0.585431034,0.581596298,0.535969968,0.527663695,0.608922319,0.65245791,0.953354274,0.947227445,0.874179484,0.925165753,0.929536057,0.898967964,0.872784217,0.872353476,0.954831298,0.973433068,1.332846796,1.681525782,1.706470699,1.466768678,1.289999447,1.185995904,1.27385736,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Japan,JPN,0.891651108,0.890681062,0.891286374,0.907392111,0.906794213,0.916648153,0.926375567,0.952297427,0.958404159,0.959397914,0.962811252,0.965510913,0.949708859,0.940781036,0.941791766,0.940821904,0.94831244,0.950663825,0.905931359,0.900930305,0.894648972,0.90451522,0.923513329,0.93017988,0.915985596,0.931672835,0.940357533,0.940046602,0.926604023,0.916916828,0.902988419,0.884987376,0.907855046,0.972969566,0.949032576,0.974823565,0.956761842,0.940538501,0.957800915,0.947283533,0.929516776,0.913229479,0.962497364,0.992231473,1.016761271,1.063840502,1.009943954,1.139546418,1.371396896,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jordan,JOR,17.24101458,12.52929538,11.71749276,12.21380261,10.64587859,10.00897356,9.939695142,9.850838161,9.216300284,10.04810913,9.774560256,9.577580589,9.363614696,9.070780953,7.751067583,9.973089562,6.924248719,6.977109417,6.539457019,4.454248505,6.026917517,6.131506209,6.274621651,6.282233221,6.256556426,5.893078535,5.446014467,6.001059482,5.141721289,4.79532279,4.659324009,5.851282566,5.994971561,6.39138388,5.741499828,5.401641631,4.655720907,4.19373982,4.203452619,4.185162947,4.435506301,4.684353741,4.560090871,4.566237503,4.704571172,4.701821465,4.798376906,4.812245656,4.800187037,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.062620209,0.838731749,1.032421663,1.20199446,1.112939006,1.149738283,0.819607059,0.78464508,0.999817479,0.998337702,1.029927459,0.988239741,1.036321239,0.978998796,1.296876822,1.154668506,1.103033241,1.014415565,0.936513585,1.046906371,1.078084604,1.041692133,1.109721547,0.933551765,0.831894968,0.835625758,1.020916367,0.907188676,0.819281684,0.51743585,0.440775673,0.42842847,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kenya,KEN,2.484742978,3.740175541,5.199292155,5.501605847,4.515319835,4.225324839,4.572783179,4.195233924,3.476912474,2.375757456,2.50357532,3.133743491,2.945553395,2.740851686,2.888214958,2.35425809,1.900746762,1.837741595,1.641252808,1.646716231,1.417954703,1.340638598,1.220122519,1.186974148,1.313742032,1.504754902,1.632407811,1.650099843,1.614194237,1.690587014,1.45517741,1.54791228,1.615850294,1.365075717,1.369985258,1.379743046,1.48957729,1.395396508,1.199433367,1.203169408,1.247309801,1.237594001,1.207385368,1.112571179,1.108434196,1.077200252,1.0102052,0.975388128,0.999546585,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Rep.",KOR,5.908155684,6.034939121,6.371450619,5.525876568,6.398772113,6.415857298,6.240894485,5.726813608,5.254535393,5.225531685,4.948256251,4.46860555,4.281215938,4.290235295,4.002304289,3.711127841,3.69027269,3.417894838,3.192752669,2.892332986,2.743479663,2.663387808,2.794442004,2.49257722,2.309863371,2.280233817,2.169447754,2.175241245,2.165788324,2.280401789,2.298923819,2.270935375,2.388507679,2.499901538,2.361227923,2.37114289,2.392059497,2.391287073,2.413272311,2.376371228,2.335799842,2.298131073,2.361509679,2.519319979,2.642977069,2.619049412,2.576425604,2.599257711,2.562052594,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.016302794,0.481597271,0.722607027,0.804774183,0.703950801,0.721739287,0.758327844,0.794280304,0.777866854,0.80290099,0.804420588,0.831725993,1.023038902,0.845929878,1.150046146,1.273513518,1.476596396,..
